update_id,excluded_class,start_frame,end_frame,donors,donor_count,boundary_donor_count,translation_sufficient,dx,dy,mad_dx,mad_dy,translation_residual_median,sufficient,reason,rms_spread,minor_spread,major_spread,eigen_ratio,weighted_rms_spread,weighted_minor_spread,weighted_eigen_ratio,effective_donors,a,b,tx,ty,scale,rotation_deg,fit_median,fit_rms,fit_p90,weights,donor_errors
medium_plane:9,medium_plane,8,9,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,11,1,1,2.5,61.5,5.5,6.5,9.192388155425117,1,,1058.6449021865735,601.5308305885042,871.1427487944351,0.4768009705489133,1039.8084466439886,509.1041711618565,0.31530714088968803,10.089346029517761,1.008046243964719,-0.00014147399273749933,-15.749474710260529,56.10066059153178,1.0080462538922847,-0.008041161494360405,2.7186522257589876,6.799002563034077,5.304678447211119,0.14502196058588604|0.90896019280253548|0.56553851925585596|1|1|1|1|0.86075190110397815|1|1|1,20.686522163093205|3.3004745591165938|5.3046784472111188|2.838787286499425|1.6497662298233009|2.0353852637315364|1.4269616042969167|3.4853248517036204|1.8937753207459291|1.2006043273086653|2.7186522257589876
medium_plane:10,medium_plane,9,10,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,11,1,1,2.0,62.0,5.0,6.0,9.5524865872714,1,,1065.7504727880414,605.0036911958156,877.3793956364443,0.4754897793673223,1043.4364663213712,500.17182486744355,0.2983251758992493,9.882349784921379,1.0078033220966935,-0.0003217649935124293,-15.565099940729851,56.993331756461885,1.007803373462226,-0.018293029098714275,2.6585121562946417,10.043489727013432,6.534088090406943,0.093831844877542273|0.82872755993993263|0.45913063284244926|1|1|1|1|1|1|1|1,31.97208798266589|3.6200075211850016|6.5340880904069429|2.6901749611218326|1.2834544577569564|2.1360346703844613|0.44792493819983958|2.8836575453716069|1.0486129965798194|1.2020976641834995|2.6585121562946417
medium_plane:11,medium_plane,10,11,helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,0,1,0.75,64.0,4.5,6.25,8.973834704667382,1,,1050.7678585206154,528.2286995031941,908.3432905686948,0.3381769177726626,1044.7287751353908,500.194581918093,0.297403360396734,9.78527763550049,1.008435255631294,-5.71823297919812e-05,-16.453134394629615,56.65466359683421,1.008435257252528,-0.0032489008471279757,2.6684724351320828,2.872836570811208,3.3697515415322776,1|0.52864967339505242|0.9635052822400737|1|1|1|1|1|1|1,2.8066281824153592|5.6748356255175434|3.1136310877561377|1.7966028757400061|2.8537982045651886|1.4442477387357726|2.5303166878488064|1.246096402528502|1.8419851850361904|2.8196301390176584
medium_plane:12,medium_plane,11,12,helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,1,0.75,64.75,4.5,6.0,8.477591922614671,1,,1059.8645833312858,535.1413541644641,914.8424269036847,0.342171971368036,1068.503280054641,533.9721357589,0.33286857730548164,9.951468443356754,1.0078344377221793,0.0002479941241588157,-14.77224860920569,56.35249448301033,1.0078344682336813,0.014098562065093342,2.0807202022512064,2.3050755245661634,3.3250505024223105,0.91818572119822794|1|1|1|1|1|0.78029709697991823|1|1|1,3.2673128439475416|0.98333542118996553|2.82682516171353|1.0999193968620395|2.6798021367762712|0.80739109737476833|3.8446894286952324|2.301301317056478|0.9590229080770637|1.8601390874459351
medium_plane:13,medium_plane,12,13,helicopter|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,0,1,2.5,65.0,6.0,5.0,8.73212459828649,1,,1046.4136312445098,462.9151288708488,938.4514218204405,0.24332075521757296,1052.05646235818,457.67402908703576,0.2334248808676818,8.973217099400678,1.0082141909104751,0.00030355329252468245,-15.748215955997694,56.15849282198337,1.0082142366074116,0.01725062209025684,2.1502027627488767,2.3490696432196496,3.082286837135264,0.82945321637619462|1|1|1|1|1|1|1|1,3.6168405170656386|2.788134537717081|1.0454920880165945|2.9486484171526701|1.4480943121106908|2.6633628757634495|1.7249754045804775|1.4936371600162262|2.1502027627488767
medium_plane:14,medium_plane,13,14,helicopter|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,0,1,2.0,66.0,5.0,6.0,10.062305898749054,1,,1055.0562415527934,468.74030641549894,945.2122502279635,0.24592683240654858,1064.6113444747766,460.79387557729154,0.23052736962159717,8.966280960353162,1.0083070023155363,9.147425596861287e-05,-16.01510729533493,57.34230176339838,1.0083070064648378,0.005197909738488859,2.585781532428187,2.5536505093999167,3.3709519377686816,0.81943749135898847|0.96973242975086871|1|1|1|0.90952419579928967|1|1|1,3.6610480138060097|3.0936368711709141|1.9302400765126881|2.7616444073697886|0.86188194512760663|3.2984279187593497|2.2171407553584968|1.0674097603666832|2.5857815324281872
medium_plane:15,medium_plane,14,15,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,1,2.5,66.25,7.0,6.25,10.304587338775164,1,,1165.553499415621,533.8458816741946,1036.1098081861312,0.26547291809630436,1095.3724086560348,482.08253409139087,0.24022601481118755,9.249060323325505,1.0085048240277645,-0.00024903125525652233,-17.105771570180877,57.80897909765099,1.0085048547745512,-0.0141481123967782,2.3371070981580973,6.384270773169034,5.301692288121991,0.8500012833826428|1|1|1|0.16018347961037208|1|0.78743832259380886|1|1|1,3.5294064356304471|2.3372188075677602|2.3369953887484338|2.1740156469499925|18.728523111880762|0.45597106505473251|3.8098221965932444|1.9882845540490064|1.7360856602863575|2.6522515731119753
medium_plane:16,medium_plane,15,16,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,0,1,3.0,67.25,7.5,6.5,10.78472765433725,1,,1176.6256350258566,542.561339721237,1044.0666059403952,0.27004819521004486,1170.7760641109965,505.31081529974745,0.2289260842379489,9.692849013418956,1.0084126390307235,-0.0004899167597090762,-17.101926898119928,58.64781505726023,1.0084127580387605,-0.027835986330521412,2.2061908829831594,3.0147570802302566,4.639332684162176,0.63562885398881486|1|1|1|0.67146547756528041|1|0.64789232387081597|1|1|0.99053448471468319,4.7197353976586074|2.5802564588229391|1.7747870383666042|1.3857415448844845|4.4678395338621666|0.95962885414069743|4.63039904932924|1.8321253071433796|1.4252167971457452|3.0286678913328728
medium_plane:17,medium_plane,16,17,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,0,1,2.75,67.75,7.0,6.5,10.706204693233602,1,,1186.7567916384553,549.7042173825272,1051.7684896838578,0.27316045464563954,1172.4112340427744,514.0423109001321,0.23798743553714152,9.714831735776057,1.0082323574358807,-0.00042095958332975374,-16.696113589577635,58.98979355840538,1.0082324453159026,-0.023922269396504752,2.3090292514098127,3.0620947114046575,4.464490060572326,0.6782803904430772|1|1|1|0.62004558740644844|1|0.6919196786153714|1|1|0.97101131928371498,4.4229496306595015|2.4554121823716559|2.1280937875557644|1.9436631389577095|4.8383539297877478|0.79113184153380778|4.3357633751416467|2.1626463204479696|1.6760851313417149|3.0895623263505123
medium_plane:18,medium_plane,17,18,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,1,3.0,67.25,7.25,5.25,11.066989079288792,1,,1196.7397377876277,556.8755385500187,1059.2807156578592,0.2763720696561587,1230.6611776132572,477.7425938976417,0.17743912545327203,8.95257237340554,1.0080296720061015,-0.0008491050399154836,-16.797081486655316,59.910631553148505,1.0080300296241662,-0.048262590869217276,2.6662297250941123,8.916871803554121,8.363685692176304,0.11225253999782468|1|0.88036891137703221|1|0.94748595545021663|1|0.47442033254390958|0.98465751376811605|1|1,26.725466169772915|2.2857172562839039|3.4076325217018706|0.66849828081823448|3.1663068105240018|0.59893649927614956|6.3234878613322447|3.0467421939043211|0.54374860936027281|1.9034468369690287
medium_plane:19,medium_plane,18,19,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,1,2.5,66.0,9.5,3.5,10.5,1,,1236.7222035048837,518.5013669560418,1122.7814306919631,0.21325998220176878,1247.6269689620262,438.088316074959,0.14063762596236898,8.352240402742641,1.0078200371191581,-0.0009214899395654295,-16.263824801012106,60.071026639738875,1.0078204583965191,-0.052387795184734395,1.8829073101254101,4.337464234656942,5.914397198789364,1|0.6415795994462582|1|1|1|0.27603595550462862|0.78693469527958526|1|1,1.0875770941935234|4.6759591522631112|1.3722827973962095|2.7754464797799492|0.63908913403179846|10.868149384894368|3.812260430170848|0.29138842661583231|1.8829073101254101
medium_plane:20,medium_plane,19,20,hangar|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|spacecraft|ta-ta|tank,9,3,1,-1.0,67.0,8.0,5.0,10.63014581273465,1,,1412.3968551873832,603.2661593303147,1277.080583812181,0.223142001186677,1246.6255985476946,400.96472674799674,0.11538965327401295,7.679866546629454,1.0078826909044547,-0.00047832553697620453,-16.355500740976822,59.15098328547242,1.0078828044073993,-0.027191688766788773,2.047858275914402,11.616182736969183,13.023663725600521,0.090292907060833982|1|0.37625673719525404|1|0.7808292986773141|1|0.62545978787359302|1|1,33.225201300056767|1.5743846194550302|7.973279331986455|0.19773020627632004|3.842068671036067|1.3024044809631565|4.7964714003505735|2.0478582759144022|0.87105280593040202
medium_plane:21,medium_plane,20,21,hangar|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|spacecraft|ta-ta|tank,9,3,1,-1.0,67.5,7.0,5.5,11.672617529928752,1,,1425.2604591944623,616.4210282913327,1285.065170496604,0.23009362453992993,1208.4796507503804,405.2776100535795,0.12671913807983673,7.412726412420234,1.0072848124566411,-5.5409237128642986e-05,-14.99477643324235,59.8618987419502,1.007284813980631,-0.003151755482707943,1.9563923740217077,12.087859691712907,13.264695394040599,0.087890912054014336|1|0.44459673715967524|1|0.37278362523040171|1|0.59191196887708875|1|1,34.133221853205747|1.830941493018807|6.74768784692768|1.0599477587222972|8.0475637792493071|1.7682921480402991|5.0683212330367686|1.9563923740217077|1.5992857257958857
medium_plane:22,medium_plane,21,22,hangar|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|spacecraft|ta-ta|tank,9,4,1,-1.0,66.0,7.5,6.5,9.604686356149273,1,,1437.5205398425219,629.9186489720056,1292.1562591832378,0.2376505702291327,1262.2411168689523,438.9968366931721,0.13760334671752342,7.2706490330917015,1.0067450149225732,0.0003839384308657216,-13.33274056583059,58.79235476796953,1.0067450881331237,0.021850667536413626,3.333723529024241,7.538326696442744,13.660794578937855,0.21016926136445635|1|0.46364919001787286|1|0.39824263720477893|1|0.22209984925583548|0.89989395822824114|1,14.274212872693706|1.0873643663314938|6.4704111834340505|2.0478560366978464|7.533093865403762|2.7523963404399576|13.507440005498893|3.3337235290242409|1.598135770467906
medium_plane:23,medium_plane,22,23,hangar|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|ta-ta|tank,8,2,1,0.75,68.75,7.25,5.75,10.75683877656264,1,,1479.5445852313812,579.363269666547,1361.392809386324,0.18110690634766674,1312.5418161164653,476.15754288188657,0.1515507630884665,7.078202927327743,1.0071117128925753,0.00040057521185371124,-14.127965878669329,59.82695068192493,1.007111792556277,0.02278919757624748,2.462133207504338,4.729635765001924,7.642693560575243,0.41064459962302885|1|0.49655118046371882|1|0.35590250855251621|1|1|1,7.3055873728515133|1.7841252773242056|6.0416732841497387|1.470688313422899|8.4292746652639465|2.2510579511333391|2.6732084638753366|0.68571781975146073
medium_plane:24,medium_plane,23,24,hangar|jet_plane|large_launcher|large_tower|small_launcher|ta-ta|tank,7,1,1,-1.5,71.5,7.5,4.0,7.7781745930520225,1,,1411.260682611726,508.71256526366795,1316.3845335723802,0.1493411143729002,1289.0585831781386,466.16948386014815,0.1504571451020295,6.542462103770574,1.0075256181565626,0.0008044526926881357,-13.892163334933002,59.19944921090769,1.0075259393116875,0.04574745642558523,2.1880333101062646,3.7758113821250965,5.994654242767766,0.49208731641904729|1|0.50617798850537687|1|1|0.79796887705351605|1,6.0964809529243871|1.93194001689064|5.9267697693300176|2.1880333101062646|1.6717987107911021|3.759543732251402|1.4333943095228316
mine_roller:1,mine_roller,0,1,condor|helicopter|jammer|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,10,1,1,0.0,60.75,3.75,6.25,7.503259339205583,1,,914.0546550945409,460.51992244986866,789.5678017287477,0.3401872138800124,807.6776804731672,428.2564140008092,0.39110266029702523,9.106022611592143,1.0093823546595928,0.001695376927865524,-16.918820400949016,50.52055748777423,1.009383778451522,0.09623494095815172,2.17867565027312,5.838853681584516,7.014074498202133,1|1|0.95493206603530123|0.50148901925583211|1|0.87244710687281801|1|1|1|0.18403686818462228,2.2540619273295848|0.59896339742616567|3.1415847315618199|5.9821848234566168|1.8661394802625939|3.4386038706334703|2.1032893732166547|0.57942497529518922|2.008777719989888|16.301081570911808
mine_roller:2,mine_roller,1,2,condor|helicopter|jammer|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,10,0,1,0.25,61.5,4.0,6.25,8.014029794756947,1,,923.1884504260222,467.42791098800296,796.1080724558643,0.34473488018419196,877.7073867708956,425.1894791578326,0.30663322447619,9.751836685521278,1.0091063593721739,0.0014288404137079759,-16.11877265437579,51.84080123516617,1.0091073709523137,0.08112769266728992,1.961658442533749,2.718228966557935,3.9533207434557234,1|1|1|0.52409304668648682|1|0.7986031416255811|1|1|1|1,2.3944147915837912|0.48732510130216017|2.6675486611162054|5.724174398507456|2.0758298876954528|3.7565592262277536|1.8474869973720451|0.78110215562267182|1.574811048539885|1.7637531656934637
mine_roller:3,mine_roller,2,3,condor|helicopter|jammer|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,10,0,1,0.0,62.0,4.0,5.75,7.988519059488391,1,,931.3831220287385,473.3274013692366,802.1444328255639,0.3481914851496681,886.182521954865,431.36807442527254,0.3105234808159935,9.777989897085897,1.0091300835647588,0.0012834561129296015,-16.369481680301533,52.37213485951668,1.009130899742452,0.07287125813430101,2.020564000444119,2.7741615120919882,3.576977214521824,1|1|0.93614191685659698|0.5251393720761387|1|0.89829315217890382|1|1|1|1,2.6496511341731477|0.76727525621621595|3.2046423129073922|5.7127691471296664|1.9205858180306419|3.3396669997876205|1.8088045830101533|0.48561575952579622|2.1205421828575965|1.8969906244991355
mine_roller:4,mine_roller,3,4,condor|helicopter|jammer|jet_plane|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,11,1,1,1.0,62.0,4.0,5.5,9.848857801796104,1,,936.9209660874362,532.0070254552561,771.22592121924,0.47585156170262677,893.1389332254244,439.2445982654911,0.3190280286143828,9.948575961888118,1.0095289387306468,0.0012796562611738583,-17.03689993148123,52.12135738967356,1.009529749762122,0.07262680732711337,2.3303705625278495,8.66560676746691,6.049703915991386,1|1|0.90436682396902124|0.11028332763382204|0.49589203737105703|1|0.80958971371538746|1|1|1|1,2.5492356233890252|0.95619257188051476|3.3172380058110149|27.202661221496328|6.0497039159913859|1.827720636679063|3.7055806771006088|1.999762278964738|1.4550007438519894|1.5494784503816661|2.3303705625278495
mine_roller:5,mine_roller,4,5,condor|helicopter|jammer|jet_plane|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,11,0,1,1.0,63.0,4.0,5.5,9.848857801796104,1,,947.5498002569269,541.9331971849306,777.2766777382822,0.48611635976920714,913.2601480667894,500.25827959986884,0.4286818332973158,10.764603844727414,1.0095008585657923,0.0009450333528366679,-17.46946592694553,53.02669275222502,1.0095013009070912,0.0536368110438071,2.8719815102699755,2.929767922650858,3.814123559607407,1|1|0.90176965403535336|0.7947145899545911|0.56975175867298866|1|0.78655029094580264|1|1|1|1,2.9038748374530852|0.78634232571915841|3.326791917954671|3.7749401362521242|5.2654510652595947|1.5761123171074813|3.814123559607407|1.3346157008373556|0.73081108474604284|2.1749011180951099|2.8719815102699755
mine_roller:6,mine_roller,5,6,condor|helicopter|jammer|jet_plane|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,11,0,1,1.0,63.0,4.5,5.0,10.111874208078342,1,,956.4390287428046,548.6888533305652,783.4003816269615,0.4905516237067128,916.2826884821319,506.4772090417721,0.4399572088732883,10.71124334166978,1.0097383042530303,0.0011973090440782924,-17.472831783939228,52.57751672950701,1.009739014114406,0.06793911111227098,2.314200662806874,2.95282271076899,4.078185468906035,1|1|1|0.83186839699788906|0.52414910647849455|1|0.73562127632790475|1|1|1|1,2.9492221020730933|0.57888936552887649|2.7256195221178805|3.6063396697841008|5.7235621757771327|1.7803191665907827|4.0781854689060353|1.6854596748191817|1.4018984577736215|1.9290294794735559|2.3142006628068739
mine_roller:7,mine_roller,6,7,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,12,1,1,1.5,63.25,4.5,6.25,9.957391173503396,1,,1040.5768599141963,636.2416448941325,823.4055930653481,0.5970580513014045,931.6811258830135,551.5108757554918,0.5394269732175618,10.957244620821912,1.0098511282019147,0.0002454746587553032,-18.7486181281854,54.107241970462496,1.0098511580369098,0.013927460448668898,3.509574729633509,7.525946023640568,4.9831338911735035,0.68156100250443974|1|0.81608125763870487|1|0.59504866669472589|0.12709494304521216|1|0.67309074430438787|1|1|0.8597547065975375|0.84989244138230668,4.4016740197816704|0.93209289025661057|3.6761316782780953|2.9080717241314469|5.0415838286220653|23.604422796776642|2.31067097805684|4.4570844541364485|1.9862580603911892|1.0452705739632902|3.4893322419289499|3.5298172173380675
mine_roller:8,mine_roller,7,8,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,12,0,1,1.75,63.75,4.75,6.25,9.789657987846283,1,,1051.8506797214877,647.3153246435635,829.0794430645074,0.6095923151317024,1021.5404594673203,591.8369924597232,0.5052419157588137,11.56553701115863,1.0090553395454882,0.00012786898820873539,-17.628953175342303,55.4332599899725,1.009055347647362,0.007260606062549864,3.0599617914915287,3.377949074968827,4.816847270955318,0.61320220515976842|1|0.75165050359954089|0.96591783192322855|0.99531947961977096|0.72514525923424911|1|0.51867763349792273|1|1|1|0.80877534864088108,4.8923782516970302|1.1912625494949811|3.9912289419949167|3.1058501920485662|3.0140733909344917|4.1370684442799082|1.6910072201175799|5.7839619256318615|1.1895906607120146|1.5128084284266807|2.453437598357616|3.7093163939152101
mine_roller:9,mine_roller,8,9,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,11,1,1,2.5,61.5,5.5,6.5,9.192388155425117,1,,1058.6449021865735,601.5308305885042,871.1427487944351,0.4768009705489133,1039.8084466439886,509.1041711618565,0.31530714088968803,10.089346029517761,1.008046243964719,-0.00014147399273749933,-15.749474710260529,56.10066059153178,1.0080462538922847,-0.008041161494360405,2.7186522257589876,6.799002563034077,5.304678447211119,0.14502196058588604|0.90896019280253548|0.56553851925585596|1|1|1|1|0.86075190110397815|1|1|1,20.686522163093205|3.3004745591165938|5.3046784472111188|2.838787286499425|1.6497662298233009|2.0353852637315364|1.4269616042969167|3.4853248517036204|1.8937753207459291|1.2006043273086653|2.7186522257589876
mine_roller:10,mine_roller,9,10,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,11,1,1,2.0,62.0,5.0,6.0,9.5524865872714,1,,1065.7504727880414,605.0036911958156,877.3793956364443,0.4754897793673223,1043.4364663213712,500.17182486744355,0.2983251758992493,9.882349784921379,1.0078033220966935,-0.0003217649935124293,-15.565099940729851,56.993331756461885,1.007803373462226,-0.018293029098714275,2.6585121562946417,10.043489727013432,6.534088090406943,0.093831844877542273|0.82872755993993263|0.45913063284244926|1|1|1|1|1|1|1|1,31.97208798266589|3.6200075211850016|6.5340880904069429|2.6901749611218326|1.2834544577569564|2.1360346703844613|0.44792493819983958|2.8836575453716069|1.0486129965798194|1.2020976641834995|2.6585121562946417
mine_roller:11,mine_roller,10,11,helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,0,1,0.75,64.0,4.5,6.25,8.973834704667382,1,,1050.7678585206154,528.2286995031941,908.3432905686948,0.3381769177726626,1044.7287751353908,500.194581918093,0.297403360396734,9.78527763550049,1.008435255631294,-5.71823297919812e-05,-16.453134394629615,56.65466359683421,1.008435257252528,-0.0032489008471279757,2.6684724351320828,2.872836570811208,3.3697515415322776,1|0.52864967339505242|0.9635052822400737|1|1|1|1|1|1|1,2.8066281824153592|5.6748356255175434|3.1136310877561377|1.7966028757400061|2.8537982045651886|1.4442477387357726|2.5303166878488064|1.246096402528502|1.8419851850361904|2.8196301390176584
mine_roller:12,mine_roller,11,12,helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,1,0.75,64.75,4.5,6.0,8.477591922614671,1,,1059.8645833312858,535.1413541644641,914.8424269036847,0.342171971368036,1068.503280054641,533.9721357589,0.33286857730548164,9.951468443356754,1.0078344377221793,0.0002479941241588157,-14.77224860920569,56.35249448301033,1.0078344682336813,0.014098562065093342,2.0807202022512064,2.3050755245661634,3.3250505024223105,0.91818572119822794|1|1|1|1|1|0.78029709697991823|1|1|1,3.2673128439475416|0.98333542118996553|2.82682516171353|1.0999193968620395|2.6798021367762712|0.80739109737476833|3.8446894286952324|2.301301317056478|0.9590229080770637|1.8601390874459351
mine_roller:13,mine_roller,12,13,helicopter|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,0,1,2.5,65.0,6.0,5.0,8.73212459828649,1,,1046.4136312445098,462.9151288708488,938.4514218204405,0.24332075521757296,1052.05646235818,457.67402908703576,0.2334248808676818,8.973217099400678,1.0082141909104751,0.00030355329252468245,-15.748215955997694,56.15849282198337,1.0082142366074116,0.01725062209025684,2.1502027627488767,2.3490696432196496,3.082286837135264,0.82945321637619462|1|1|1|1|1|1|1|1,3.6168405170656386|2.788134537717081|1.0454920880165945|2.9486484171526701|1.4480943121106908|2.6633628757634495|1.7249754045804775|1.4936371600162262|2.1502027627488767
mine_roller:14,mine_roller,13,14,helicopter|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,0,1,2.0,66.0,5.0,6.0,10.062305898749054,1,,1055.0562415527934,468.74030641549894,945.2122502279635,0.24592683240654858,1064.6113444747766,460.79387557729154,0.23052736962159717,8.966280960353162,1.0083070023155363,9.147425596861287e-05,-16.01510729533493,57.34230176339838,1.0083070064648378,0.005197909738488859,2.585781532428187,2.5536505093999167,3.3709519377686816,0.81943749135898847|0.96973242975086871|1|1|1|0.90952419579928967|1|1|1,3.6610480138060097|3.0936368711709141|1.9302400765126881|2.7616444073697886|0.86188194512760663|3.2984279187593497|2.2171407553584968|1.0674097603666832|2.5857815324281872
mine_roller:15,mine_roller,14,15,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,1,2.5,66.25,7.0,6.25,10.304587338775164,1,,1165.553499415621,533.8458816741946,1036.1098081861312,0.26547291809630436,1095.3724086560348,482.08253409139087,0.24022601481118755,9.249060323325505,1.0085048240277645,-0.00024903125525652233,-17.105771570180877,57.80897909765099,1.0085048547745512,-0.0141481123967782,2.3371070981580973,6.384270773169034,5.301692288121991,0.8500012833826428|1|1|1|0.16018347961037208|1|0.78743832259380886|1|1|1,3.5294064356304471|2.3372188075677602|2.3369953887484338|2.1740156469499925|18.728523111880762|0.45597106505473251|3.8098221965932444|1.9882845540490064|1.7360856602863575|2.6522515731119753
mine_roller:16,mine_roller,15,16,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,0,1,3.0,67.25,7.5,6.5,10.78472765433725,1,,1176.6256350258566,542.561339721237,1044.0666059403952,0.27004819521004486,1170.7760641109965,505.31081529974745,0.2289260842379489,9.692849013418956,1.0084126390307235,-0.0004899167597090762,-17.101926898119928,58.64781505726023,1.0084127580387605,-0.027835986330521412,2.2061908829831594,3.0147570802302566,4.639332684162176,0.63562885398881486|1|1|1|0.67146547756528041|1|0.64789232387081597|1|1|0.99053448471468319,4.7197353976586074|2.5802564588229391|1.7747870383666042|1.3857415448844845|4.4678395338621666|0.95962885414069743|4.63039904932924|1.8321253071433796|1.4252167971457452|3.0286678913328728
mine_roller:17,mine_roller,16,17,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,0,1,2.75,67.75,7.0,6.5,10.706204693233602,1,,1186.7567916384553,549.7042173825272,1051.7684896838578,0.27316045464563954,1172.4112340427744,514.0423109001321,0.23798743553714152,9.714831735776057,1.0082323574358807,-0.00042095958332975374,-16.696113589577635,58.98979355840538,1.0082324453159026,-0.023922269396504752,2.3090292514098127,3.0620947114046575,4.464490060572326,0.6782803904430772|1|1|1|0.62004558740644844|1|0.6919196786153714|1|1|0.97101131928371498,4.4229496306595015|2.4554121823716559|2.1280937875557644|1.9436631389577095|4.8383539297877478|0.79113184153380778|4.3357633751416467|2.1626463204479696|1.6760851313417149|3.0895623263505123
mine_roller:18,mine_roller,17,18,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,1,3.0,67.25,7.25,5.25,11.066989079288792,1,,1196.7397377876277,556.8755385500187,1059.2807156578592,0.2763720696561587,1230.6611776132572,477.7425938976417,0.17743912545327203,8.95257237340554,1.0080296720061015,-0.0008491050399154836,-16.797081486655316,59.910631553148505,1.0080300296241662,-0.048262590869217276,2.6662297250941123,8.916871803554121,8.363685692176304,0.11225253999782468|1|0.88036891137703221|1|0.94748595545021663|1|0.47442033254390958|0.98465751376811605|1|1,26.725466169772915|2.2857172562839039|3.4076325217018706|0.66849828081823448|3.1663068105240018|0.59893649927614956|6.3234878613322447|3.0467421939043211|0.54374860936027281|1.9034468369690287
mine_roller:19,mine_roller,18,19,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,1,2.5,66.0,9.5,3.5,10.5,1,,1236.7222035048837,518.5013669560418,1122.7814306919631,0.21325998220176878,1247.6269689620262,438.088316074959,0.14063762596236898,8.352240402742641,1.0078200371191581,-0.0009214899395654295,-16.263824801012106,60.071026639738875,1.0078204583965191,-0.052387795184734395,1.8829073101254101,4.337464234656942,5.914397198789364,1|0.6415795994462582|1|1|1|0.27603595550462862|0.78693469527958526|1|1,1.0875770941935234|4.6759591522631112|1.3722827973962095|2.7754464797799492|0.63908913403179846|10.868149384894368|3.812260430170848|0.29138842661583231|1.8829073101254101
mine_roller:20,mine_roller,19,20,hangar|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|spacecraft|ta-ta|tank,9,3,1,-1.0,67.0,8.0,5.0,10.63014581273465,1,,1412.3968551873832,603.2661593303147,1277.080583812181,0.223142001186677,1246.6255985476946,400.96472674799674,0.11538965327401295,7.679866546629454,1.0078826909044547,-0.00047832553697620453,-16.355500740976822,59.15098328547242,1.0078828044073993,-0.027191688766788773,2.047858275914402,11.616182736969183,13.023663725600521,0.090292907060833982|1|0.37625673719525404|1|0.7808292986773141|1|0.62545978787359302|1|1,33.225201300056767|1.5743846194550302|7.973279331986455|0.19773020627632004|3.842068671036067|1.3024044809631565|4.7964714003505735|2.0478582759144022|0.87105280593040202
